,name,bar_code,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,categories,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,labels,generic_name,quantity,packaging,markets,fats_lipids_quantity,fats_lipids_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,palm_ingredients,ingredients_origins,link,brand_owner,producer_info,origin_detail
573,Sésame - Frit Ravich,8410564039415,['Frit Ravich'],['France'],[],,,[],,?,621,2598 kj(621 kcal),47,"7,3",26,"0,5",17,"0,06","0,024","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Sésame']",7.3 g,en quantité élevée,0.5 g,en faible quantité,0.06 g,en faible quantité,,+7%,+7%,-4%,+2%,+141%,-19%,-10%,+22%,+22%,['en:gluten-free'],,,,,47 g,en quantité élevée,14,+28%,D,+28%,E,87.1%,0.0%,3.8%,5.0%,2.6%,1.6%,30,,,,,,,,
574,Pasas sin pepitas - Frit Ravich - 150g,8410564151230,['Frit Ravich'],['France'],"['Raisins secs Sultanines et huile de coton', ' Peut contenir fruits à coque']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,318,1331 kj(318 kcal),"2,2","0,4",73,50,"2,8","0,03","0,012","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs', 'Raisins secs de Corinthe']",0.4 g,en faible quantité,50 g,en quantité élevée,0.03 g,en faible quantité,,+1%,+1%,+280%,+186%,+1%,-20%,-1%,-45%,-45%,"['en:gluten-free', 'Point Vert']",,150 g,"['Plastique', 'Carton']",,2.2 g,en faible quantité,4,-29%,C,-29%,D,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,,,,,,,,
575,Aperitivos - 100g,8410573101417,,['France'],[],,,[],,?,542,2268 kj(542 kcal),33,"3,6",51,"0,5","6,7",1,"0,4",,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,,,,,,,,,,,,
576,Raw bars fruits secs graines -,8410575600536,,['France'],"['dattes', 'graines 27 % ', ' tournesol courge ', 'noix de cajou 15 %', 'amande 10 %', 'raisins secs et huile de tournesol ', ""\rtraces éventuelles d'arachide"", 'autres fruits à coques', 'sésame et soja']",,['Fruits à coque'],[],3,?,465,1946 kj(465 kcal),26,"3,4",41,34,14,"0,02","0,008","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Fruits à coques et dérivés', 'Barres', 'Barres de fruits à coques', 'Barres de dattes']",3.4 g,en quantité modérée,34 g,en quantité élevée,0.02 g,en faible quantité,,-6%,-6%,-14%,-41%,+9%,+37%,-8%,-92%,-92%,,,,,,26 g,en quantité élevée,14,+13%,D,+13%,,,,,,,,,,,,,,,,
577,Pan Acimo - 100g,8410575600673,,['France'],[],,,"['Végétalien', 'Végétarien']",,?,395,1653 kj(395 kcal),15,"1,9",38,"8,6",21,"0,8","0,32",,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,100 g,,,,,,,,,,,,,,,,,,,,,,,,
578,Pop Rocks Cola,8410576000748,,['France'],[],,,[],,?,400,1674 kj(400 kcal),0,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Two To One Wildberry Pop,8410576012741,,['France'],[],,,[],,?,396,1657 kj(396 kcal),0,0,98,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Frizzy pazzy - Zeta Espacial - 35g,8410576013250,['Zeta Espacial'],['France'],"['Sucre', 'lactose', 'gomme base ', 'contient de la lécithine de soja', 'glucose', 'émulsifiant ', 'E422', 'acidifiant ', 'E330', 'E133', 'E290', 'E321']","['E422 - Glycérol', 'E330 - Acide citrique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E290 - Dioxyde de carbone', 'E321 - Butylhydroxytoluène']","['Lait', 'Soja']","['Sans huile de palme', 'Non végétalien']",4,?,352,1473 kj(352 kcal),0,0,"87,9","87,9",0,0,0,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum']",0 g,en faible quantité,87.9 g,en quantité élevée,0 g,en faible quantité,,+110%,+110%,-100%,-100%,+38%,+1727%,-100%,-100%,-100%,,,35 g,"['Sachet', 'Plastique']",,0 g,en faible quantité,,,,,,,,,,,,,,,,,,,,
581,Gaseosa,8410577023135,,"['France', 'Espagne']",[],,,[],,?,1,4 kj(1 kcal),0,0,0,0,0,0,0,"['Boissons', 'Boissons gazeuses']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-96%,-96%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,0 g,en faible quantité,1,-88%,B,-88%,,,,,,,,,,,,,,,,
582,Calmars En Sauce Americane Pescamar. - 555g (5 * 111g) / 360g (5 * 72g égouttés),8410599004303,['Pescamar'],"['France', 'Espagne']",[],,,[],,?,274,1146 kj(274 kcal),"23,4","6,01","3,8",0,12,1,"0,4","['Produits de la mer', 'Mollusques', 'Calamars']",6.01 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,,+72%,+67%,+150%,+323%,-14%,-100%,-8%,-12%,-12%,,,555 g (5 * 111 g) / 360 g (5 * 72 g égouttés),"['boîte', 'Carton', 'métal', 'Conserve']",,23.4 g,en quantité élevée,12,+356%,D,+356%,,,,,,,,,,,,,,,,
583,Calamares - Pescamar,8410599004624,['Pescamar'],['France'],"['Calmars', 'huile de tournesol', 'eau', 'oignon', 'tomate', 'amidon', 'sel', 'paprika', 'cayenne', 'ail', 'encre ', ' colorant naturel E- 153', 'antioxydant E-300', 'aroma naturele de calmar', ' Lot et consommation préférentiel avant ', 'voir côté', "" une fois ouvert conserver au réfrigérateur jusqu'à 24 heures"", ' Peut contenir des traces de poissons']",['E300 - Acide ascorbique'],['Mollusques'],"['Non végétalien', 'Non végétarien']",,?,282,1180 kj(282 kcal),"25,3","3,1","1,1",0,"12,59",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Calamares - Pescamar,8410599004648,['Pescamar'],['France'],[],,,[],,?,274,1146 kj(274 kcal),"23,4","6,01","3,8",0,12,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Tacos De Cefalópodos - Pescamar,8410599010106,['Pescamar'],['France'],"['Tentâculos de Cefalôpode ', 'D', ' Gigas', 'Ôleo vegetal', 'sal']",,,[],,?,198,828 kj(198 kcal),9,0,0,0,"22,5","5,8","2,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Tacos de cefalópodo en caldeirada - Pescamar,8410599010182,['Pescamar'],['France'],[],,,[],,?,359,1502 kj(359 kcal),33,"3,9",0,0,"12,3","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Mejillones - Pescamar,8410599012506,['Pescamar'],"['France', 'Espagne']",[],,,[],,?,256,1071 kj(256 kcal),"22,9","2,8","0,5","0,5","12,4","1,6","0,64","['Conserves', 'Produits de la mer', 'Mollusques', 'Moules', 'Moules en conserve', ""Moules à l'escabèche""]",2.8 g,en quantité modérée,0.5 g,en faible quantité,1.6 g,en quantité élevée,,+29%,+28%,+68%,+34%,-84%,+247%,-21%,+19%,+19%,,,,"['Caja', 'Cartón', 'Lata', 'En conserva']",,22.9 g,en quantité élevée,12,+116%,D,+116%,D,45.9%,19.9%,28.9%,3.5%,0.9%,0.9%,45,,,,,,,,
588,Mejillones - Pescamar,8410599012643,['Pescamar'],"['France', 'Espagne']",[],,,[],,?,195,816 kj(195 kcal),13,"1,7","6,7","0,7",12,"1,2","0,48","['Conserves', 'Produits de la mer', 'Mollusques', 'Moules', 'Moules en conserve']",1.7 g,en quantité modérée,0.7 g,en faible quantité,1.2 g,en quantité modérée,,+3%,+4%,+6%,-11%,+117%,+332%,-24%,-10%,-10%,,,,"['Caja', 'Cartón', 'Lata', 'En conserva']",,13 g,en quantité modérée,3,-37%,C,-37%,D,45.9%,19.9%,28.9%,3.5%,0.9%,0.9%,45,,,,,,,,
589,Atún Claro - Pescamar,8410599019086,['Pescamar'],"['France', 'Espagne']",[],,,[],,?,218,912 kj(218 kcal),13,"1,8",0,0,26,1,"0,4","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons']",1.8 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,,+19%,+20%,+31%,+2%,-100%,-100%,+21%,-3%,-3%,,,,,,13 g,en quantité modérée,2,-35%,B,-35%,D,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,,,,
590,Atun en tomate - Pescamar,8410599024424,['Pescamar'],"['France', 'Espagne']",[],,,[],,?,214,895 kj(214 kcal),14,"1,7","1,9","1,6",19,"1,3","0,52","['Produits de la mer', 'Poissons', 'Thons']",1.7 g,en quantité modérée,1.6 g,en faible quantité,1.3 g,en quantité modérée,,+17%,+18%,+41%,-3%,+123%,+279%,-12%,+26%,+26%,,,,,,14 g,en quantité modérée,3,-2%,C,-2%,D,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,,,,
591,Sardinas - pescamar,8410599040226,['Pescamar'],['France'],"['Sardines ', 'Sardind pilchardus', 'huile de tournesol', 'piment', 'sel', ' Lot et consommation préférentiel avant ', 'voir côté', ""une fois ouvert conserver au réfrigérateur jusqu'à 24 heures""]",,['Poisson'],"['Non végétalien', 'Non végétarien']",,?,159,665 kj(159 kcal),"7,2","2,2","0,4",0,"23,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Canada dry,8410600001673,['Canada Dry'],['France'],[],,,[],,?,40,167 kj(40 kcal),0,0,"9,7","9,7",1,0,0,['Boissons'],1e-10 g,en faible quantité,9.7 g,en quantité élevée,0 g,en faible quantité,,-29%,-31%,-100%,-100%,-14%,+3%,+102%,-100%,-100%,,,,,,1e-07 g,en faible quantité,13,+70%,E,+70%,,,,,,,,,,,,,,,,
593,Polvoron de almendra - El Santo,8410609102517,['El Santo'],['France'],"['Farine de blé', 'sucre', 'saindoux ', 'antioxidant: extrait romarin', 'amande ', '8%', 'cannelle et arôme', ' Peut contenir des traces de cacahouète', 'sésame', 'sulfites et soja']",['E392 - Extrait de romarin'],"['Gluten', 'Fruits à coque']",['Non végétalien'],4,?,492,2059 kj(492 kcal),"23,5","8,9","60,3","17,9","6,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Mantecados y Polvorones - El Santo,8410609102579,['El Santo'],['France'],[],,,[],,?,505,2113 kj(505 kcal),"23,92","10,09","64,39","19,91","5,89",0,0,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Mantecados et polvorones']",10.1 g,en quantité élevée,19.9 g,en quantité élevée,0 g,en faible quantité,,-1%,-1%,-19%,+80%,+36%,-50%,-46%,-100%,-100%,,,,,,23.9 g,en quantité élevée,18,+7%,D,+7%,,,,,,,,,,,,,,,,
595,Polvorones tradicionales,8410611209167,,['France'],[],,,[],,?,496,2075 kj(496 kcal),"25,71","9,18","60,45","24,27","5,91","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,GATEAUX ESPAGNOL MANTECADO - Olmedo Sanchez - 700g,8410613100363,['Olmedo Sanchez'],['France'],[],,,[],,?,473,1979 kj(473 kcal),"26,2","9,38","52,2","28,7","7,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,700g,,,,,,,,,,,,,,,,,,,,,,,,
597,Queso de mezcla tierno - El Ventero - 160g,8410633561045,['El Ventero'],"['France', 'Espagne']",[],,,[],,?,378,1582 kj(378 kcal),32,23,"1,5","0,5",21,1,"0,4","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",23 g,en quantité élevée,0.5 g,en faible quantité,1 g,en quantité modérée,,+15%,+15%,+20%,+29%,+24%,-33%,+3%,-23%,-23%,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,160 g,,,32 g,en quantité élevée,13,-5%,D,-5%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,
598,Lonchas Queso Fundido,8410634004725,,"['France', 'Espagne']",[],,,[],,?,264,1105 kj(264 kcal),"19,2",13,"11,1",5,"11,4",3,"1,2","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages fondus']",13 g,en quantité élevée,5 g,en quantité modérée,3 g,en quantité élevée,,+4%,+4%,-5%,-3%,+105%,+24%,-3%,+51%,+51%,,,,,,19.2 g,en quantité modérée,19,+23%,E,+23%,D,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,,,,,,,
599,Rallado Para Gratinar,8410634009614,,['France'],[],,,[],,?,276,1155 kj(276 kcal),15,"9,8",32,"4,5",2,"3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,The Good Cider of Jai Alai - Envasados Eva - 50cl,8410635039153,['Envasados Eva'],['France'],"['Cidre ', 'sulfites']",,['Anhydride sulfureux et sulfites'],['Sans huile de palme'],3,?,?,,?,,?,,?,,,"['Boissons', 'Boissons alcoolisées', 'Cidres']",,,,,,,,,,,,,,,,,,Cidre avec jus de pomme,50 cl,"['Bouteille', 'Verre']",['Noz'],,,,,,,C,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,['Espagne'],,,,,,,
601,Leche de almendras - Almendrina - 1l,8410636000077,['Almendrina'],"['France', 'Espagne']","['Agua', 'azúcar', 'jarabe glucosa', 'almendras ', '5,2%', 'emulgente E-472 y estabilizantes E-412 y  E-415']","[""E472 - Esters d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",['Fruits à coque'],"[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",4,?,74,310 kj(74 kcal),"2,8","0,47","10,54","10,54","1,6","0,004","0,002","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]",0.47 g,en faible quantité,10.5 g,en quantité élevée,0.0044 g,en faible quantité,,+95%,+95%,+31%,+90%,+183%,+282%,+86%,-95%,-95%,"['Végétarien', 'Sans gluten', 'Végétalien', '100% végétal', ""Informations incorrectes sur l'emballage"", ""Informations nutritionnelles incorrectes sur l'emballage"", 'Sans lactose']",Leche de almendras,1 l,['Tetra Brik'],"['Carrefour', 'Caprabo', 'Eroski']",2.8 g,en quantité modérée,2,+1261%,B,+1261%,E,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,"['[DISTRIBUIDOR]', 'Reus', 'Tarragona (provincia)', 'Cataluña', 'España']",['PRODUCTOS KLAM S.A.'],,,http://www.almendrina.com/castellano/productos/almendrina_brik_ficha.php,,,
602,Sweet olive tortas - Inés Rosales - 180g,8410637113882,['Inés Rosales'],"['France', 'Allemagne']",[],,,[],,?,517,2163 kj(517 kcal),26,"3,9",63,"15,8","6,2","0,3","0,12","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'es:Torta sevillana']",3.9 g,en quantité modérée,15.8 g,en quantité élevée,0.3 g,en quantité modérée,,+3%,+3%,+2%,-8%,+6%,+15%,-8%,-47%,-47%,,,180 g,,,26 g,en quantité élevée,13,-1%,D,-1%,,,,,,,,,,,,,,,,
603,Ines Rosales Tortas De Aceite 'Rosmarin & Thymian - 180g,8410637113905,['Inés Rosales'],['France'],[],,,[],,?,530,2218 kj(530 kcal),"29,4","4,6","58,3",4,"6,9","0,9","0,36","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'es:Torta sevillana']",4.6 g,en quantité modérée,4 g,en faible quantité,0.9 g,en quantité modérée,,+5%,+6%,+15%,+9%,-2%,-71%,+2%,+59%,+59%,,,180 g,,,29.4 g,en quantité élevée,13,-1%,D,-1%,,,,,,,,,,,,,,,,
604,Tortas De Aceite Orange - Ines Rosales - 180g,8410637113912,['Ines Rosales'],['France'],"['Farine de blé', ""huile d'olive extra vierge "", '26%', 'farine de blé entier ', '16%', 'sucre', 'graines de sésame ', '3,7%', 'sel marin ', '1', '1%', ' ']",,"['Gluten', 'Graines de sésame']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,515,2155 kj(515 kcal),"27,7",4,"56,2","4,1","7,7","1,1","0,44","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'es:Torta sevillana']",4 g,en quantité modérée,4.1 g,en faible quantité,1.1 g,en quantité modérée,,+2%,+3%,+9%,-5%,-6%,-70%,+14%,+95%,+95%,['Fabriqué en Espagne'],,180 g,,,27.7 g,en quantité élevée,8,-39%,C,-39%,,,,,,,,,,,,,,,,
605,Tortas de aceite 100% natural con tomillo y romero paquete 180 g - Ines Rosales,8410637115732,['Ines Rosales'],['France'],[],,,"['Végétalien', 'Végétarien']",,?,530,2218 kj(530 kcal),"29,4","4,6","58,3",4,"6,9","0,9","0,36",,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Sans lactose']",,180 g,,,,,,,,,,,,,,,,,,,,,,,,
606,Bijou Cacao - 660g,8410643011325,['Bijou'],['France'],"['Farine de_blé_', 'sucre', 'huiles végétales ', 'colza et tournesol', '_œufs_frais', 'sirop de glucose-fructose', ' stabilisant : glycérol', 'cacao maigre en poudre 1,9%,_lait_écrémé en poudre', 'pâte de cacao 0,8%', ""poudres à lever : carbonates d'ammonium - carbonates de sodium — diphosphates "", 'blé', 'noisette,lactose', ""émulsifiants : mono et diglycérides d'acides gras — lécithines "", 'soja', 'sel', 'arôme']","['E422 - Glycérol', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322 - Lécithines']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,469,1962 kj(469 kcal),25,4,54,32,"5,8","0,7","0,28",['Pâtisseries fourrées au cacao'],4 g,en quantité modérée,32 g,en quantité élevée,0.7 g,en quantité modérée,,,,,,,,,,,"['Point Vert', 'Fabriqué en France']",Pâtisseries fourrées au cacao.,660 g,"['boîte', '20 étuis individuels']","['Bordeaux', 'Brive', 'Limoges', 'Saint-Yrieix']",25 g,en quantité élevée,16,,D,,,,,,,,,,['France'],['000225'],,['France'],https://www.bijou.com/achat-de-biscuits/gateaux-fourres-223/bijou-cacao-2278.html,,,
607,Aceite de oliva virgen Aroma Andaluz botella 1 l - La Española,8410660030682,['La Española'],['France'],[],,,[],,?,822,3439 kj(822 kcal),91,12,0,0,0,0,0,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges""]",12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-5%,-14%,,,,-100%,-100%,,,,,,91 g,en quantité élevée,6,-2%,C,-2%,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,
608,Huile d'olive - La Española,8410660101030,['La Española'],['France'],[],,,[],,?,822,3439 kj(822 kcal),"91,4","12,8",0,0,0,0,0,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",12.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-4%,-9%,,,,-100%,-100%,,,,,,91.4 g,en quantité élevée,6,-2%,C,-2%,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,
609,Dulce de membrillo,8410664080010,,['France'],[],,,[],,?,244,1021 kj(244 kcal),0,0,"59,1",49,"0,3","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Pâte de coings - El Quijote - 400g,8410664080119,['El Quijote'],['France'],"['Pulpe de coing', 'sucre raffiné', 'sirop de glucose-fructose', 'épaississant : carraghénates', 'acidifiant : acide citrique', 'conservateurs : benzoate de sodium']","['E330 - Acide citrique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,[],4,1025,245,1025 kj(245 kcal),0,0,"58,6",55,"0,3","0,25","0,1","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits', 'Pâtes de coings']",0 g,en faible quantité,55 g,en quantité élevée,0.25 g,en faible quantité,,-10%,-12%,-100%,-100%,-13%,-8%,-18%,+196%,+196%,,,400 g,"['Boite', 'Plastique']",['Monoprix'],0 g,en faible quantité,9,+18%,C,+18%,C,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,['Espagne'],,,,,,,
611,Oliva Jolca Camamilla - 195g,8410667001005,['Jolca'],['France'],"['Aceitunas verdes enteras ', 'Manzanilla Fina', 'aqua', 'sal', 'acidulantes ', 'ácido citrico y ácido láctico', 'antioxidante ', 'ácido ascórbico', 'conservante ', 'sorbato potásico']","['E330 - Acide citrique', 'E270 - Acide lactique', 'E300 - Acide ascorbique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,[],3,?,182,761 kj(182 kcal),"19,1",4,0,0,"1,1","4,5","1,8","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes']",4 g,en quantité modérée,0 g,en faible quantité,4.5 g,en quantité élevée,,+11%,+12%,+19%,+53%,-100%,-100%,-15%,+32%,+32%,,,195 g,,,19.1 g,en quantité modérée,15,+25%,D,+25%,B,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,
612,Aceitunas verdes rellenas de anchoa - Jolca,8410667004204,['Jolca'],['France'],[],,,[],,?,166,695 kj(166 kcal),"16,9",4,0,0,"1,7","3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Green olives stuffed with serrano ham - Jolca - 130g,8410667020174,['Jolca'],"['France', 'Mexique', 'Espagne']","['agua', 'aceitunas Verdes ', 'Manzanilla Fina', 'jamon Serrano triturado 6% ', 'jamon Serrano', 'aroma', 'estabilizante: alginato sodico', 'potenciador del sabor ', 'glutamato monosédico', 'sal', 'acidulantes ', 'acido citrico y acido lâctico', 'antioxidante ', 'acido ascorbico', ' ']","['E401 - Alginate de sodium', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E300 - Acide ascorbique']",,"['Non végétalien', 'Non végétarien']",4,698,?,698 kj(167 kcal),"17,3",3,"0,1","0,1","1,8","3,7","1,48","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies']",3 g,en quantité modérée,0.1 g,en faible quantité,3.7 g,en quantité élevée,+4%,,+3%,+9%,+12%,-94%,-53%,+9%,+12%,+12%,,Aceitunas Verdes con Jamón Serrano,130 g,,"['Walmart', 'Sams club', 'Soriana', 'La Comer', 'Alcampo']",17.3 g,en quantité modérée,12,-2%,D,-2%,B,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,http://www.jolca.es,,,
614,Aceitunas verdes rellenas de pimiento - Jolca,8410667020181,['Jolca'],['France'],"['MANZANILLA FA R ES A J F Vl SSEJ,ofrEsvertes ', 'Manzanilla Fini ', 'de goût ', 'gL antioxydant ', 'a ci EllDROlT / LOT / CALIBRE: VOIR CO']",,,[],,?,153,640 kj(153 kcal),16,3,"0,1","0,1",1,"3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Aceituna verde manaanilla fina - Jolca - 120g,8410667020563,['Jolca'],"['France', 'Espagne']",[],,,[],,?,182,761 kj(182 kcal),"19,1",4,0,0,"1,1","4,5","1,8",['Conserves'],4 g,en quantité modérée,0 g,en faible quantité,4.5 g,en quantité élevée,,+58%,+63%,+266%,+245%,-100%,-100%,-86%,+416%,+416%,,,120 g,,,19.1 g,en quantité modérée,15,+3429%,D,+3429%,,,,,,,,,,,,,,,,
616,"Cóctel imperial de aperitivos frasco 360 g - Jolca - 675g (neto), 360g (escurrido), 720ml",8410667020839,['Jolca'],"['France', 'Espagne']","['Aceitunas gordal verdes deshuesadas', 'agua', 'sal', 'pepinillos', 'cebollitas', 'potenciadores del sabor: glutamato monosódico ', 'E-621', 'inosinato disódico ', 'E-631', 'guanilato disódico ', 'E-627', ' acidulante: ácido cítrico ', 'E-330', 'conservante: sorbato potásico ', 'E-202']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,[],4,?,163,682 kj(163 kcal),"16,9","1,5","0,1",0,"1,1","3,1","1,24","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Pickles', 'Légumes et dérivés', ""Pickles d'origine végétale"", 'Légumes au vinaigre']",1.5 g,en quantité modérée,0 g,en faible quantité,3.1 g,en quantité élevée,,+44%,+39%,+75%,+21%,-98%,-100%,-29%,+26%,+26%,,Surtido de encurtidos vegetales,"675 g (neto), 360 g (escurrido), 720 ml","['Bote de vidrio', 'Pasteurizado']",['Dia'],16.9 g,en quantité modérée,8,+114%,C,+114%,,,,,,,,,"['Huévar del Aljarafe', 'Sevilla (provincia)', 'Andalucía', 'España']","['ES 21.21641/SE C CE', 'FABRICANTE Y ENVASADOR:', 'JOLCA S.A.']",,['Espagne'],http://jolca.es/productos/,,,
617,DeTapas Mix - Jolca,8410667021263,['Jolca'],['France'],[],,,[],,?,311,1301 kj(311 kcal),7,"1,6","3,7","2,7","1,2","3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
