,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,allergens,generic_name,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,labels,additives,nova_score,packaging,traceability_code,ingredients_origins,manufacturing,markets,link,palm_ingredients,brand_owner
408,Schoko Soße,4012281321602,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Frisches sauerkraut,4012341010026,,['France'],[],[],?,21,88 kj(21 kcal),"0,4","0,1","1,1","0,1","1,2","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Sauerkraut - Schlichting,4012341010033,['Schlichting'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,C,"['Plats préparés', 'Choucroutes']",,,,,,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,,,,,,,,,,,,,,,,,,,,,['Tüte'],,,,,,,
411,Bunte Pfefferkörner Würzburger - 100g,4012343000193,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,
412,Gurkeneinmach Gewürz - ARA - 250g,4012343000667,['ARA'],"['France', 'Allemagne']","['Senfkörner', 'Dillsamen', 'Pfeffer', 'Coriander', 'Dillkraut', 'Lorbeerblätter', 'Piment', 'Paprika', '[unleserlich]', 'Wacholderbeeren', 'Chilies']",[],?,?,,?,,?,,?,,,['Moutarde'],,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Additifs alimentaires', 'Arômes', ""Mélanges d'épices""]",,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,
413,Kräuterpfeffer Würzburger - 100g,4012343000834,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,
414,Pariser Pfeffer - ARA - 100g,4012343000964,['ARA'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,
415,Rodeo Steakpfeffer Würzburger - 100g,4012343001114,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,
416,Rosa Pfeffer - ARA - 50g,4012343001121,['ARA'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres']",,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,,,,,,,,,,,,,,,50 g,,,,,,,,,,,
417,Steak und Grillgewürz Würzburger - 250g,4012343001350,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,
418,Lebensbaum Abendtraum - 30g,4012346000107,['Lebensbaum'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 g,['Bio'],,,['Karton'],,,,,,,
419,Golden Curry - 45g,4012346118000,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 g,,,,,,,,,,,
420,Salatdressing - Lebensbaum,4012346148007,['Lebensbaum'],['France'],[],[],?,241,1008 kj(241 kcal),3,"0,7",42,"36,6",0,"15,2","6,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Lebensbaum - 12.5g,4012346153100,['Lebensbaum'],['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Marjolaine']",,,,,,43.4%,0.0%,30.7%,8.2%,17.7%,0.0%,93,,,,,,,,,,,,,,,,,,12.5 g,"['Bio', 'Bio européen', 'Bio-dynamie', 'DE-ÖKO-001', 'Demeter']",,,,,,,,,,
422,Lebensbaum Paprike scharf - 50g,4012346157405,['Lebensbaum'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Epicerie', 'Condiments']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 g,"['Bio', 'Bio européen', 'DE-ÖKO-001']",,,,,,,,,,
423,Chai,4012346263403,,['France'],[],[],?,0,0 kj(0 kcal),10,9,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
424,"Epicerie / Thé Bio Et équitable / Tisanes, Infusions - Lebensbaum",4012346774305,['Lebensbaum'],['France'],"['fenouil*', 'cynorrhodon ', '23%', ' citronnelle ', '12%', "" hibiscus'"", 'camomille ', '10%', "" écorces d'orange*"", ""réglisse* * PRODUITS ISSUS DE L'AGRICULTURE BIOLOGIQUE""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,['Boissons'],,-100%,-100%,-100%,-100%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,"['Bio', 'Sans arômes ajoutés']",,1,,,,,,,,
425,Lorbeerblätter Würzburger -  - 20g,4012347000663,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Laurier']",,,,,,49.3%,0.0%,34.9%,9.3%,6.4%,0.0%,94,,,,,,,,,,,,,,,,,,20 g,,,,,,,,,,,
426,Veggie barbecue - Taifun,4012359136701,['Taifun'],['France'],[],"['Végétalien', 'Végétarien']",?,250,1046 kj(250 kcal),17,"3,6","2,4","0,5",21,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,
427,"Taifun Tofu, Hazelnut & Green Spelt Cutlets 200g - 200g",4012359142009,['Taifun'],['France'],"['extrait de levure* ', 'fécule de pom - mes de terre* ', 'huile de tournesol* ', 'poireaux* ', 'carottes* ', 'céleri* ', 'macis* ', 'noix de muscade*', 'persil*', 'pommes de terre* ', 'oignons* ', 'sauce de soja* ', 'eau', 'qraines de soia*/ blé* ', 'sel ma - rin', 'vinaigre de pommes*', 'aman - des* 0,3%', 'sésame* ', 'poivre noir* ', 'ail* ', 'curcuma* ', 'basilic*', 'origan* thym* ', 'romarin* ', 'sarriette*', 'estra - gon* ', 'macis* ', 'fumé par friction', "" *issus de l'agriculture biologique Peut contenir des traces de moutarde"", ' DE-ÒKO-007 EU/Nicht-EU - Landwirtschaft']","['Végétalien', 'Végétarien']",?,264,1105 kj(264 kcal),"15,8","2,2","14,8",1,"13,7","1,6","0,64","['Céleri', 'Moutarde', 'Graines de sésame']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien']",,,,,,,,,,
428,Tapas-Burger poivrons/Câpres - Taifun - 200g,4012359145406,['Taifun'],"['France', 'Suisse']",[],"['Végétalien', 'Végétarien']",714,?,714 kj(171 kcal),10,1,1,1,15,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200g,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique', 'DE-ÖKO-007']",,,,,,,,,,
429,"Feto Bio Tofu Korfu, 125 G - Taifun",4012359185006,['Taifun'],['France'],"['Tofu* 62% ', 'graines de soja* 55%', 'eau', 'agents de coagulation : chlorure de magnésium', 'sulfate de calcium', 'huile de tournesol*', 'olives* 9,3%', ""huile d'olives extra vergine*"", 'tomates*', 'sel marin', 'fines herbes* 0,9% ', 'romarin*', 'basilic*', 'sarriette*', 'origan*', 'thym*', 'anis*', 'fleurs de lavande*', 'jus de citron concentré*', 'culture de yaourt vegane: Str thermophilus', "" *issus de l'agriculture biologique""]","['Végétalien', 'Végétarien']",?,324,1356 kj(324 kcal),"29,9","3,7","4,1","0,9","9,7","2,2","0,88",['Soja'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,
430,Feto Antipasti Puebla - Taifun,4012359185105,['Taifun'],['France'],"['Tofu* ', 'gajnes de soja* 55%', 'eau', 'agents de coagulatiOn : charrue de magnésium', 'sulfate de calcium', 'huile de tournesol*', 'olives* 9,5%', ""huile d’olives extra vierge' poivrons* 6,8%"", 'sel', 'fines herbes* 0,4% ', 'persil*', 'rornarin*', 'basilic*', 'sarriette*', 'marjolaine* origan*', 'anis*', 'fleurs de lavande*', 'oignons*', 'poivre noir*', 'ail* 0,2%', 'paprika piquant*', 'Culture de yaourt vegane: Str', ' tierrrophilus', "" *issus de l'agriculture biologique""]",[],?,312,1305 kj(312 kcal),"28,8","3,1","4,7","0,9","8,6",2,"0,8",['Soja'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
431,Aufschnittmix - Eberswalder - 700g,4012371665104,['Eberswalder'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Charcuteries', 'en:Cut']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 g,,,,['Tüte'],,,,,,,
432,Wiener Würstchen - Eberswalder - 250g,4012371830038,['Eberswalder'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucissons', 'de:Brühwürstchen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,"['Dose', 'glas']",,,,,,,
433,4012444294941,4012444294941,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Purée saveur de légumes,4012448375219,,['France'],[],[],?,353,1477 kj(353 kcal),"3,1","1,9","66,2","3,2","11,3",3,"1,2",,,,"['Plats préparés', 'Légumes préparés', 'Purées', 'Purées de légumes']",,+412%,+68%,+839%,+409%,,,,,,,,3.1 g,en quantité modérée,1.9 g,en quantité modérée,3.2 g,en faible quantité,3 g,en quantité élevée,+431%,+96%,+36%,+558%,+558%,15,,D,,,,,,,,,,,,,
435,Green tea lemon,4012584737025,,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2","0,1",0,,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,-92%,-100%,-91%,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,-92%,-100%,-92%,,,,,,,,,,,,,,,,,,
436,Graines de lin - Marmara,4012625409195,['Marmara'],['France'],[],[],?,534,2234 kj(534 kcal),42,"3,7",29,"1,6",18,"0,03","0,012",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains']",,+58%,+743%,-50%,+91%,,,,,,,,42 g,en quantité élevée,3.7 g,en quantité modérée,1.6 g,en faible quantité,0.03 g,en faible quantité,+57%,+439%,+64%,-63%,-63%,4,,C,,,,,,,,,,,,,
437,Biberiye tursusu piments - Marmara,4012625410252,['Marmara'],['France'],[],[],?,33,138 kj(33 kcal),"0,56","0,14","5,74","0,25","1,15",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Karisik turlu tursu - Marmara - 670g,4012625411570,['Marmara'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670g,,,,,,,,,,,
439,Melange de legume en saumure - Marmara,4012625411587,['Marmara'],['France'],[],[],?,16,67 kj(16 kcal),"0,14",0,"2,92","0,54","0,72","4,95","1,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Kuru incir - Figues sèches - Marmara,4012625419194,['Marmara'],['France'],[],[],?,296,1238 kj(296 kcal),"2,71","0,144","65,99","51,8","1,94","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Abricots secs - Marmara - 175g,4012625419378,['Marmara'],['France'],[],[],?,240,1004 kj(240 kcal),"0,6",0,"47,9",0,"1,7","0,03","0,012",,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,-9%,+24%,-18%,-45%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.03 g,en faible quantité,-9%,-100%,-100%,-15%,-15%,-4,-216%,A,-216%,175 g,,,,,,,,,,,
442,Tuzlu Aycekirdegi - Marmara,4012625420299,['Marmara'],['France'],[],[],?,396,1657 kj(396 kcal),29,"4,5",5,0,17,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Antep fistigi - Marmara,4012625420718,['Marmara'],['France'],[],[],?,615,2573 kj(615 kcal),54,7,15,4,20,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Harika,4012625423108,,['France'],[],[],?,683,2858 kj(683 kcal),65,5,7,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Chips,4012625423702,,['France'],[],[],?,541,2264 kj(541 kcal),"33,1",3,"52,3","2,8","6,4","1,4","0,56",,,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",,+5%,+12%,-3%,+12%,,,,,,,,33.1 g,en quantité élevée,3 g,en quantité modérée,2.8 g,en faible quantité,1.4 g,en quantité modérée,+5%,-3%,+19%,+5%,+5%,14,+20%,D,+20%,,,,,,,,,,,,
446,Spaghetti - Marmara,4012625430250,['Marmara'],['France'],[],[],?,351,1469 kj(351 kcal),1,"0,3","76,9",2,"10,5","0,05","0,02",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti']",,0%,-43%,+11%,-11%,,,,,,,,1 g,en faible quantité,0.3 g,en faible quantité,2 g,en faible quantité,0.05 g,en faible quantité,-1%,-19%,-32%,+107%,+107%,-1,,A,,,,,,,,,,,,,
447,Koftelik bulgur - Marmara,4012625431813,['Marmara'],['France'],[],[],?,360,1506 kj(360 kcal),"1,2","0,2",71,"0,2",12,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Bulgur - Marmara,4012625431912,['Marmara'],['France'],[],[],?,360,1506 kj(360 kcal),"1,2","0,2",71,"0,2",12,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Lentilles rouges - Harika - 800g,4012625432247,['Harika'],['France'],[],[],?,354,1481 kj(354 kcal),"2,8","1,6",60,"2,5","25,7",0,0,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']",,+46%,+90%,+82%,+44%,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,2.8 g,en faible quantité,1.6 g,en quantité modérée,2.5 g,en faible quantité,0 g,en faible quantité,+45%,+515%,+102%,-100%,-100%,0,,B,,800g,,,,,,,,,,,
450,Kidneybohnen - Marmara,4012625438317,['Marmara'],['France'],"['Haricots rouges', 'eau', 'sel', 'antioxydants: acide ascorbique,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,53,222 kj(53 kcal),"0,3",0,"5,3",0,"4,4","0,3","0,12",,,,['de:Kidneybohnen'],,,,,,,,,,,,,0.3 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.3 g,en quantité modérée,,,,,,-1,,A,,,,['E300 - Acide ascorbique'],3,,,,,,,,
451,Schwarze Oliven mit Stein - Marmara,4012625440723,['Marmara'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,['de:Schwarze Oliven mit Stein'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Olive noires - Marmara,4012625440853,['Marmara'],['France'],[],[],?,235,983 kj(235 kcal),15,2,24,0,2,2,"0,8",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires']",,-10%,-41%,+655%,+38%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,15 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,2 g,en quantité élevée,-10%,-41%,-100%,-52%,-52%,11,-15%,D,-15%,,,,,,,,,,,,
453,Kalamata olives - Marmara,4012625441683,['Marmara'],['France'],[],[],?,160,669 kj(160 kcal),15,2,6,0,"0,7",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Marmara oliven,4012625442406,['Marmara'],['France'],[],[],?,235,983 kj(235 kcal),"14,8","2,5",24,0,"1,7",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Çizik Yeşil Zeytin - Marmara,4012625442772,['Marmara'],['France'],"['Olives vertes', 'eau', 'citron', 'huile de végétale', 'sel', 'acidifiant E330']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",?,190,795 kj(190 kcal),10,2,24,0,"1,2",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E330 - Acide citrique'],,,,,,,,,
456,Oliven - Marmara,4012625445407,['Marmara'],['France'],"['Ripe Olives', 'water', 'ferrous lactate', 'acidifiant E270', 'stabilisant E585', "" A salto Best consommer de préférence avant: voir couvercle Conserver â I ' endroit frais refrigeratorafteropemng et obscur"", ' ZWARTE OLIJVEN SORTE - Ingredienser: Sorte L\\Narie O\\jyen', 'oliven', 'vann', 'salt', 'surhetreguleren- Tenmjnste houdbaar tot dernitte', ' E270', 'fargestoff: E585', ' Best far : se pâ lokket • Oppbevaresi ho\\eskap etter {pning NetAàrllk / Nettogewicht / Net acidifier E210', 'St', ' Poids Net: fôret se 800 g e ôppnandet', ' Nettovekt:']",[],?,209,874 kj(209 kcal),"20,4","3,09","4,65",0,"1,61",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E585 - Lactate ferreux', 'E270 - Acide lactique']",,,,,,,,,
457,Cizik,4012625447913,,['France'],[],[],?,190,795 kj(190 kcal),8,"1,8",0,0,"1,2",8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Hindi Sosis - Marmara,4012625450203,['Marmara'],['France'],[],[],?,230,962 kj(230 kcal),"17,4","5,09","4,6","0,2","13,7",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,"Parmak Sucuk, Scharf",4012625451514,,['France'],[],[],?,267,1117 kj(267 kcal),"21,4","9,6",1,"0,6","17,6","2,75","1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,"Humus , Dose - Marmara",4012625455024,['Marmara'],['France'],"['Pois chiches', '35%', 'le tahini ', '28%', 'sauce citron', 'sel', 'ail', 'huile de tournesol', ' Contient du sésame']",[],?,156,653 kj(156 kcal),"3,44","0,47","25,64","0,51","5,51","1,25","0,5",['Graines de sésame'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Patlican Dolma - Marmara,4012625456144,['Marmara'],['France'],"['Ingrédients: oignon', ""l'eau"", ""l'aubergine "", '18%', 'le riz ', '15%', 'la pâte de tomate', 'huile de tournesol', 'sel', 'épices']",[],?,122,510 kj(122 kcal),"0,9","0,1","26,36","2,96","2,16","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Confiture d'abricots - Harika,4012625466013,['Harika'],['France'],[],[],?,300,1255 kj(300 kcal),0,0,75,65,0,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,+37%,-100%,+41%,-100%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,0 g,en faible quantité,0 g,en faible quantité,65 g,en quantité élevée,,,+37%,-100%,+29%,,,,,,,,,,,,,,,,,,
463,confiture de figues seche - Harika,4012625466280,['Harika'],['France'],[],[],?,300,1255 kj(300 kcal),0,0,75,72,0,0,0,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",,+29%,-100%,+36%,-100%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,0 g,en faible quantité,0 g,en faible quantité,72 g,en quantité élevée,0 g,en faible quantité,+29%,-100%,+36%,-100%,-100%,8,-16%,C,-16%,,,,,,,,,,,,
464,Turkish delight - Marmara,4012625490018,['Marmara'],['France'],[],[],?,82,343 kj(82 kcal),1,1,86,75,1,0,0,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",,-77%,-49%,+5%,+4%,,,,,,,,1 g,en faible quantité,1 g,en faible quantité,75 g,en quantité élevée,0 g,en faible quantité,-77%,+101%,+19%,-100%,-100%,11,-18%,D,-18%,,,,,,,,,,,,
465,Kasar Peyniri - Marmara,4012625503527,['Marmara'],['France'],[],[],?,337,1410 kj(337 kcal),"25,8","17,4","0,6","0,6","25,6","1,9","0,76",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,+2%,-3%,-50%,+25%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,25.8 g,en quantité élevée,17.4 g,en quantité élevée,0.6 g,en faible quantité,1.9 g,en quantité élevée,+3%,-2%,-19%,+46%,+46%,17,+24%,D,+24%,,,,,,,,,,,,
466,"Sahne Joghurt, 10% Fett - Marmara",4012625510341,['Marmara'],['France'],[],[],?,127,531 kj(127 kcal),10,"6,7","5,2","5,2","3,9","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Marmara Olivenöl,4012625536150,['Marmara'],['France'],[],[],?,822,3439 kj(822 kcal),"91,3","14,5",0,0,0,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",,-4%,-4%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,91.3 g,en quantité élevée,14.5 g,en quantité élevée,0 g,en faible quantité,,,-4%,+4%,,,,,,,,,,,,,,,,,,,
468,Mozzarella - Francia,4012642000016,['Francia'],['France'],['durchschnittlich pro 100g - Valori nutrizionali medi per 1 oog Average nutritional values 100g -'],[],?,243,1017 kj(243 kcal),"18,6","13,8","0,5","0,49","18,6","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Spreewaldhof  - Pflaumen - 720g,4012712000144,,"['France', 'Allemagne']",[],[],?,?,78 kj(19 kcal),?,,18,16,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720g,,,,['Glas'],,,,,,,
470,Rote Grütze - 500g,4012712002223,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,['Glas'],,,,,,,
471,Apfel -Rotkohl - Spreewaldhof - 650g,4012712002407,['Spreewaldhof'],"['France', 'Allemagne']",[],[],?,71,297 kj(71 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650g,,,,['Glaß'],,,,,,,
472,Fitini Erdbeeren,4012712010013,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,YogiTea,4012824400412,['YogiTea'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Chaï Vert - 15 Sachets - Yogi Tea,4012824400726,['Yogi tea'],['France'],"['Cannelle*', 'menthe en épi*', 'thé vert* ', '20%', 'gingembre*', 'cardamome*', ""clous de girofle'"", 'poivre noir*', 'extrait de cannelle', ' *agriculture bio- logique']",[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,,['Boissons'],,-93%,-100%,-100%,-100%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-93%,-100%,-100%,-100%,-100%,1,-87%,B,-87%,,['Bio'],,1,,,,,,,,
475,"Infusion Jasmine - Yogi tea - 30,6g",4012824400825,['Yogi tea'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,6g",,,,,,,,,,,
476,YogiTea,4012824401020,['YogiTea'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,"Yogi Tea Yogi Tea Wellness Collection, 18 BTL Packung - YogiTea",4012824403611,['YogiTea'],['France'],[],[],?,4,17 kj(4 kcal),1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
